C-SDB_TIT-0;C-W96-0;C-SDB_BBTR-0;F-ANK;F-UEB
201102;W96-7;60;60242;315934
201102;W96-7;61;18333;97188
201102;W96-7;86;177344;1161696
201102;W96-7;87;26300;167830
201102;W96-8;01;83769;347174
201102;W96-8;02;53950;232896
201102;W96-8;03;23706;97968
201102;W96-8;04;10117;62701
201102;W96-8;70;2950;17354
201102;W96-8;81;2733;7714
201102;W96-8;73;3097;12313
201102;W96-8;76;169;463
201102;W96-8;83;1542;2151
201102;W96-8;84;8120;32058
201102;W96-8;60;13108;63634
201102;W96-8;61;1340;6160
201102;W96-8;86;38935;235254
201102;W96-8;87;6002;35881
201102;W96-9;01;159752;312335
201102;W96-9;02;67190;143847
201102;W96-9;03;19918;40593
201102;W96-9;04;82;351
201102;W96-9;81;11863;26924
201102;W96-9;60;71;473
201103;W96-1;01;32743;82864
201103;W96-1;02;8312;22962
201103;W96-1;03;1804;10797
201103;W96-1;04;126;356
201103;W96-1;70;66;183
201103;W96-1;81;97;189
201103;W96-1;71;542;12591
201103;W96-1;76;658;6139
201103;W96-1;84;59;131
201103;W96-1;60;535;1586
201103;W96-1;61;235;444
201103;W96-1;86;324;1490
201103;W96-1;87;33;76
201103;W96-2;01;67588;275191
201103;W96-2;02;35186;135381
201103;W96-2;03;8130;34798
201103;W96-2;04;14090;86783
201103;W96-2;70;763;2878
201103;W96-2;81;2344;6170
201103;W96-2;73;1379;9512
201103;W96-2;71;501;9118
201103;W96-2;76;800;10410
201103;W96-2;83;319;1027
201103;W96-2;84;3279;13755
201103;W96-2;60;2263;11076
201103;W96-2;61;1107;5434
201103;W96-2;86;10557;69143
201103;W96-2;87;1546;9480
201103;W96-3;01;70211;162193
201103;W96-3;02;36919;85231
201103;W96-3;03;14105;38101
201103;W96-3;04;310;1174
201103;W96-3;70;128;584
201103;W96-3;81;1809;4887
201103;W96-3;73;45;73
201103;W96-3;71;1374;24285
201103;W96-3;76;4026;62384
201103;W96-3;83;459;1051
201103;W96-3;84;6567;19802
201103;W96-3;60;5539;17656
201103;W96-3;61;2138;6929
201103;W96-3;86;1404;6759
201103;W96-3;87;730;2735
201103;W96-3;999;216;537
201103;W96-4;01;62945;128670
201103;W96-4;02;40665;101660
201103;W96-4;03;21617;59633
201103;W96-4;04;1676;8782
201103;W96-4;70;72;137
201103;W96-4;81;5381;10797
201103;W96-4;73;2824;10873
201103;W96-4;71;3304;58989
201103;W96-4;76;2245;18539
201103;W96-4;83;1091;2496
201103;W96-4;84;6654;17624
201103;W96-4;60;2777;10469
201103;W96-4;61;1100;4411
201103;W96-4;86;2187;11843
201103;W96-4;87;1060;4986
201103;W96-5;01;220537;879556
201103;W96-5;02;129809;605516
201103;W96-5;03;40127;182415
201103;W96-5;04;41142;286958
201103;W96-5;70;1995;12806
201103;W96-5;81;6038;19363
201103;W96-5;73;42664;246746
201103;W96-5;71;1349;25843
201103;W96-5;76;1638;22794
201103;W96-5;83;3015;9770
201103;W96-5;84;6830;25436
201103;W96-5;60;19127;104479
201103;W96-5;61;9606;52676
201103;W96-5;86;55550;355551
201103;W96-5;87;12174;80363
201103;W96-6;01;104190;315866
201103;W96-6;02;69627;235530
201103;W96-6;03;16038;61922
201103;W96-6;04;12978;71613
201103;W96-6;70;848;3673
201103;W96-6;81;12009;30811
201103;W96-6;73;2629;12746
201103;W96-6;71;1454;27163
201103;W96-6;76;697;14035
201103;W96-6;83;1942;6274
201103;W96-6;84;5816;21148
201103;W96-6;60;10349;41083
201103;W96-6;61;4675;21736
201103;W96-6;86;11070;65553
201103;W96-6;87;1864;10390
201103;W96-7;01;346065;1695021
201103;W96-7;02;203649;1058597
201103;W96-7;03;118903;615928
201103;W96-7;04;79563;560763
201103;W96-7;70;8868;52193
201103;W96-7;81;4250;21609
201103;W96-7;73;5858;34002
201103;W96-7;76;367;3199
201103;W96-7;83;10203;20142
201103;W96-7;84;11161;49498
201103;W96-7;60;49298;266092
201103;W96-7;61;14348;77223
201103;W96-7;86;128993;917021
201103;W96-7;87;18574;125401
201103;W96-8;01;83112;337983
201103;W96-8;02;48108;219479
201103;W96-8;03;21077;95128
201103;W96-8;04;7710;54484
201103;W96-8;70;3421;18915
201103;W96-8;81;2208;4903
201103;W96-8;73;2842;11811
201103;W96-8;76;156;463
201103;W96-8;83;2793;3390
201103;W96-8;84;7164;32091
201103;W96-8;60;11516;63099
201103;W96-8;61;1231;6683
201103;W96-8;86;28681;198982
201103;W96-8;87;4859;31836
201103;W96-9;01;236295;500758
201103;W96-9;02;109065;249156
201103;W96-9;03;30607;66813
201103;W96-9;04;98;220
201103;W96-9;70;397;2660
201103;W96-9;81;20794;47104
201103;W96-9;60;139;647
201104;W96-1;01;37455;102082
201104;W96-1;02;13169;34662
201104;W96-1;03;3228;13857
201104;W96-1;04;709;2464
201104;W96-1;70;7567;21196
201104;W96-1;81;561;1416
201104;W96-1;73;13;39
201104;W96-1;71;414;11622
201104;W96-1;76;806;6590
201104;W96-1;84;432;932
201104;W96-1;60;1972;5306
201104;W96-1;61;1713;4279
201104;W96-1;86;1289;5134
201104;W96-1;87;354;1665
201104;W96-2;01;47575;147786
201104;W96-2;02;28261;75287
201104;W96-2;03;5998;19379
201104;W96-2;04;3821;19092
201104;W96-2;70;5321;17319
201104;W96-2;81;2414;4560
201104;W96-2;73;816;4885
201104;W96-2;71;407;8763
201104;W96-2;76;1070;12015
201104;W96-2;83;92;460
201104;W96-2;84;2511;9957
201104;W96-2;60;1844;6296
201104;W96-2;61;674;2554
201104;W96-2;86;3215;17635
201104;W96-2;87;698;3594
201104;W96-3;01;81210;189908
201104;W96-3;02;48987;103809
201104;W96-3;03;16071;37913
201104;W96-3;04;449;1789
201104;W96-3;70;4108;12020
201104;W96-3;81;2570;6411
201104;W96-3;71;1193;24154
201104;W96-3;76;3964;58856
201104;W96-3;83;703;1021
201104;W96-3;84;5875;15712
201104;W96-3;60;7591;20566
201104;W96-3;61;3500;10250
201104;W96-3;86;1487;6103
201104;W96-3;87;1383;4111
201104;W96-3;999;31;484
201104;W96-4;01;66525;137150
201104;W96-4;02;41870;92102
201104;W96-4;03;23694;58585
201104;W96-4;04;1627;5311
201104;W96-4;70;2464;5784
201104;W96-4;81;4705;8575
201104;W96-4;73;2317;7364
201104;W96-4;71;2660;57050
201104;W96-4;76;2343;20174
201104;W96-4;83;566;583
201104;W96-4;84;5570;13496
201104;W96-4;60;3497;11241
201104;W96-4;61;1898;6446
201104;W96-4;86;1541;6955
201104;W96-4;87;1373;6169
201104;W96-5;01;137605;373100
201104;W96-5;02;64806;183267
201104;W96-5;03;19010;58558
201104;W96-5;04;10054;58692
201104;W96-5;70;3714;13320
201104;W96-5;81;6622;18261
201104;W96-5;73;14640;84661
201104;W96-5;71;955;22861
201104;W96-5;76;1227;21081
201104;W96-5;83;2002;3176
201104;W96-5;84;5730;16162
201104;W96-5;60;4326;19380
201104;W96-5;61;2566;13797
201104;W96-5;86;13964;60376
201104;W96-5;87;2722;15445
201104;W96-6;01;91446;255860
201104;W96-6;02;49694;133644
201104;W96-6;03;10715;30379
201104;W96-6;04;2645;12661
201104;W96-6;70;3341;14047
201104;W96-6;81;9356;19036
201104;W96-6;73;996;3503
201104;W96-6;71;1252;23828
201104;W96-6;76;639;13298
201104;W96-6;83;453;1338
201104;W96-6;84;5246;15214
201104;W96-6;60;8020;24987
201104;W96-6;61;4986;14659
201104;W96-6;86;3241;17370
201104;W96-6;87;1500;6505
201104;W96-7;01;219376;793644
201104;W96-7;02;102942;370880
201104;W96-7;03;51874;193472
201104;W96-7;04;26683;147399
201104;W96-7;70;11834;42608
201104;W96-7;81;3826;10602
201104;W96-7;73;2080;11082
201104;W96-7;76;342;4281
201104;W96-7;83;10847;17169
201104;W96-7;84;5828;23978
201104;W96-7;60;16213;72621
201104;W96-7;61;4528;21416
201104;W96-7;86;42267;245488
201104;W96-7;87;6250;34685
201104;W96-8;01;49260;146319
201104;W96-8;02;21829;64995
201104;W96-8;03;8193;26746
201104;W96-8;04;1947;10681
201104;W96-8;70;3701;19017
201104;W96-8;81;2989;5878
201104;W96-8;73;2003;6900
201104;W96-8;76;74;289
201104;W96-8;83;2150;2304
201104;W96-8;84;4266;13068
201104;W96-8;60;2980;14779
201104;W96-8;61;287;1387
201104;W96-8;86;7925;41964
201104;W96-8;87;1622;8520
201104;W96-9;01;258764;562551
201104;W96-9;02;120816;287653
201104;W96-9;03;35552;80625
201104;W96-9;04;291;805
201104;W96-9;70;2583;11906
201104;W96-9;81;29069;64843
201104;W96-9;60;245;1393
201105;W96-1;01;35981;96977
201105;W96-1;02;18038;50582
201105;W96-1;03;6747;25990
201105;W96-1;04;981;4151
201105;W96-1;70;10198;27053
201105;W96-1;81;539;1750
201105;W96-1;73;395;1448
201105;W96-1;71;471;12069
201105;W96-1;76;717;6624
201105;W96-1;84;944;2529
201105;W96-1;60;2798;10954
201105;W96-1;61;2200;8273
201105;W96-1;86;1233;7255
201105;W96-1;87;405;1961
201105;W96-2;01;66224;194843
201105;W96-2;02;51789;143219
201105;W96-2;03;13354;42453
201105;W96-2;04;8092;34414
201105;W96-2;70;15661;72651
201105;W96-2;81;3502;8357
201105;W96-2;73;368;1397
201105;W96-2;71;446;9016
201105;W96-2;76;1255;13092
201105;W96-2;83;24;33
201105;W96-2;84;6192;22589
201105;W96-2;60;2971;10967
201105;W96-2;61;712;3042
201105;W96-2;86;4621;25114
201105;W96-2;87;706;3648
201105;W96-3;01;104987;241647
201105;W96-3;02;66063;144039
201105;W96-3;03;22518;53913
201105;W96-3;04;883;2045
201105;W96-3;70;7518;22063
201105;W96-3;81;4937;10957
201105;W96-3;73;62;124
201105;W96-3;71;1237;24657
201105;W96-3;76;3135;50654
201105;W96-3;83;1209;1851
201105;W96-3;84;8214;21981
201105;W96-3;60;11422;29928
201105;W96-3;61;5090;13292
201105;W96-3;86;2008;9241
201105;W96-3;87;1162;4087
201105;W96-3;999;31;484
201105;W96-4;01;76831;148947
201105;W96-4;02;58025;131517
201105;W96-4;03;28587;69780
201105;W96-4;04;2214;7507
201105;W96-4;70;4824;10742
201105;W96-4;81;7393;16371
201105;W96-4;73;3166;8903
201105;W96-4;71;3062;59883
201105;W96-4;76;2255;21675
201105;W96-4;83;1162;1202
201105;W96-4;84;9291;21820
201105;W96-4;60;4494;14998
201105;W96-4;61;2399;7301
201105;W96-4;86;1859;9296
201105;W96-4;87;1218;6023
201105;W96-5;01;149681;338599
201105;W96-5;02;73004;170186
201105;W96-5;03;16938;39396
201105;W96-5;04;4344;23468
201105;W96-5;70;5690;18929
201105;W96-5;81;6675;14482
201105;W96-5;73;12489;48280
201105;W96-5;71;1324;28761
201105;W96-5;76;1186;22284
201105;W96-5;83;739;1246
201105;W96-5;84;5711;14500
201105;W96-5;60;4125;16946
201105;W96-5;61;2025;9954
201105;W96-5;86;4914;29689
201105;W96-5;87;1789;10803
201105;W96-6;01;95849;249940
201105;W96-6;02;62188;158846
201105;W96-6;03;12496;30948
201105;W96-6;04;3388;12377
201105;W96-6;70;5688;21107
201105;W96-6;81;14066;31598
201105;W96-6;73;2495;9402
201105;W96-6;71;1694;25668
201105;W96-6;76;836;15477
201105;W96-6;83;814;969
201105;W96-6;84;6104;15850
201105;W96-6;60;8353;27225
201105;W96-6;61;6469;17879
201105;W96-6;86;2849;14865
201105;W96-6;87;1619;6183
201105;W96-7;01;170325;476272
201105;W96-7;02;92652;255875
201105;W96-7;03;39487;99275
201105;W96-7;04;7370;35656
201105;W96-7;70;14038;44151
201105;W96-7;81;2608;5486
201105;W96-7;73;1806;4468
201105;W96-7;76;171;2480
201105;W96-7;83;4658;5230
201105;W96-7;84;5007;12108
201105;W96-7;60;7436;31560
201105;W96-7;61;2575;12449
201105;W96-7;86;10648;66825
201105;W96-7;87;2693;16618
201105;W96-8;01;38710;84028
201105;W96-8;02;24470;59572
201105;W96-8;03;7471;18232
201105;W96-8;04;650;2507
201105;W96-8;70;3630;12640
201105;W96-8;81;2764;5365
201105;W96-8;73;2001;5971
201105;W96-8;71;2;27
201105;W96-8;76;199;523
201105;W96-8;83;18;18
201105;W96-8;84;2693;6898
201105;W96-8;60;1647;6670
201105;W96-8;61;188;877
201105;W96-8;86;3275;15968
201105;W96-8;87;1052;5015
201105;W96-9;01;279927;593743
201105;W96-9;02;126889;296248
201105;W96-9;03;34528;80910
201105;W96-9;04;264;1222
201105;W96-9;70;2343;9947
201105;W96-9;81;25940;62771
201105;W96-9;60;349;1616
201106;W96-1;01;39125;114863
201106;W96-1;02;23165;62805
201106;W96-1;03;9499;31121
201106;W96-1;04;2080;9390
201106;W96-1;70;18804;54495
201106;W96-1;81;571;1869
201106;W96-1;73;461;1764
201106;W96-1;71;479;11763
201106;W96-1;76;716;5714
201106;W96-1;84;1232;2830
201106;W96-1;60;5554;16857
201106;W96-1;61;3756;11914
201106;W96-1;86;2921;13775
201106;W96-1;87;766;3858
201106;W96-2;01;108665;392575
201106;W96-2;02;88945;301974
201106;W96-2;03;26365;90736
201106;W96-2;04;21685;122385
201106;W96-2;70;48546;251411
201106;W96-2;81;5969;14485
201106;W96-2;73;536;2303
201106;W96-2;71;478;8863
201106;W96-2;76;1492;14893
201106;W96-2;83;1123;1374
201106;W96-2;84;7767;30610
201106;W96-2;60;8505;34342
201106;W96-2;61;2634;13396
201106;W96-2;86;12181;86983
201106;W96-2;87;2783;18031
201106;W96-3;01;100453;232336
201106;W96-3;02;80974;167397
201106;W96-3;03;25980;58356
201106;W96-3;04;873;2618
201106;W96-3;70;10832;33076
201106;W96-3;81;4894;9715
201106;W96-3;73;96;566
201106;W96-3;71;1412;26253
201106;W96-3;76;3104;47639
201106;W96-3;83;3590;4253
201106;W96-3;84;10697;26839
201106;W96-3;60;13959;33976
201106;W96-3;61;6308;16926
201106;W96-3;86;3022;11903
201106;W96-3;87;2102;6922
201106;W96-3;999;112;397
201106;W96-4;01;73875;164082
201106;W96-4;02;66999;159231
201106;W96-4;03;38727;96149
201106;W96-4;04;3880;13681
201106;W96-4;70;11569;30237
201106;W96-4;81;8094;18076
201106;W96-4;73;4345;11468
201106;W96-4;71;2863;55599
201106;W96-4;76;2501;20859
201106;W96-4;83;4233;4691
201106;W96-4;84;9913;26292
201106;W96-4;60;7689;25755
201106;W96-4;61;4828;14894
201106;W96-4;86;4269;21005
201106;W96-4;87;3517;16875
201106;W96-5;01;202252;630581
201106;W96-5;02;120299;375709
201106;W96-5;03;27890;75197
201106;W96-5;04;14050;82906
201106;W96-5;70;14945;57125
201106;W96-5;81;10923;23218
201106;W96-5;73;15566;61865
201106;W96-5;71;1477;29742
201106;W96-5;76;1578;22650
201106;W96-5;83;4393;7857
201106;W96-5;84;8684;27559
201106;W96-5;60;9626;40305
201106;W96-5;61;6175;29208
201106;W96-5;86;15369;86264
201106;W96-5;87;6505;36425
201106;W96-6;01;109265;317432
201106;W96-6;02;88499;239277
201106;W96-6;03;17987;45877
201106;W96-6;04;7734;34459
201106;W96-6;70;12731;42236
201106;W96-6;81;18631;40909
201106;W96-6;73;2210;8494
201106;W96-6;71;1296;24713
201106;W96-6;76;1002;15470
201106;W96-6;83;5675;6909
201106;W96-6;84;8317;22800
201106;W96-6;60;14167;43767
201106;W96-6;61;10868;33610
201106;W96-6;86;6177;30946
201106;W96-6;87;3613;15282
201106;W96-7;01;282674;1025608
201106;W96-7;02;171590;592653
201106;W96-7;03;78989;249058
201106;W96-7;04;25424;134244
201106;W96-7;70;35047;144108
201106;W96-7;81;5498;11515
201106;W96-7;73;2868;10287
201106;W96-7;71;81;1062
201106;W96-7;76;428;4325
201106;W96-7;83;21798;30465
201106;W96-7;84;8327;24701
201106;W96-7;60;20488;87483
201106;W96-7;61;7641;35834
201106;W96-7;86;32677;205736
201106;W96-7;87;8324;50639
201106;W96-8;01;57935;159511
201106;W96-8;02;37160;111523
201106;W96-8;03;15202;44977
201106;W96-8;04;3731;18904
201106;W96-8;70;9535;37288
201106;W96-8;81;4174;7843
201106;W96-8;73;2847;8961
201106;W96-8;71;1;17
201106;W96-8;76;187;475
201106;W96-8;83;3806;4042
201106;W96-8;84;5541;19176
201106;W96-8;60;4613;20988
201106;W96-8;61;572;2561
201106;W96-8;86;12873;72735
201106;W96-8;87;3073;16477
201106;W96-9;01;270572;568272
201106;W96-9;02;127140;285444
201106;W96-9;03;35735;77195
201106;W96-9;04;324;1225
201106;W96-9;70;6535;22013
201106;W96-9;81;31421;69335
201106;W96-9;60;307;1561
201107;W96-1;01;42127;127815
201107;W96-1;02;29261;78043
201107;W96-1;03;9847;33692
201107;W96-1;04;2911;14230
201107;W96-1;70;19129;60593
201107;W96-1;81;675;1424
201107;W96-1;73;315;1302
201107;W96-1;71;410;12045
201107;W96-1;76;794;6800
201107;W96-1;84;2400;9060
201107;W96-1;60;7946;26143
201107;W96-1;61;4083;14134
201107;W96-1;86;4027;22821
201107;W96-1;87;1023;5757
201107;W96-2;01;127123;540750
201107;W96-2;02;118561;458876
201107;W96-2;03;37744;159894
201107;W96-2;04;33861;237774
201107;W96-2;70;97818;618678
201107;W96-2;81;7724;19923
201107;W96-2;73;954;8815
201107;W96-2;71;428;9049
201107;W96-2;76;1738;17768
201107;W96-2;83;4823;6396
201107;W96-2;84;24020;71248
201107;W96-2;60;16150;82788
201107;W96-2;61;5875;39187
201107;W96-2;86;30202;234674
201107;W96-2;87;7163;57015
201107;W96-3;01;104044;245479
201107;W96-3;02;82098;167910
201107;W96-3;03;27482;62486
201107;W96-3;04;744;2983
201107;W96-3;70;16308;46072
201107;W96-3;81;5025;10200
201107;W96-3;73;36;720
201107;W96-3;71;1273;27052
201107;W96-3;76;3228;50111
201107;W96-3;83;2664;3977
201107;W96-3;84;12004;48502
201107;W96-3;60;15073;42487
201107;W96-3;61;7172;23039
201107;W96-3;86;3657;17791
201107;W96-3;87;2241;10718
201107;W96-3;999;107;740
201107;W96-4;01;81295;206102
201107;W96-4;02;79139;195127
201107;W96-4;03;42970;123938
201107;W96-4;04;5213;24023
201107;W96-4;70;22624;61237
201107;W96-4;81;9256;26677
201107;W96-4;73;3962;18834
201107;W96-4;71;2640;58646
201107;W96-4;76;3171;26403
201107;W96-4;83;6100;8022
201107;W96-4;84;12974;54944
201107;W96-4;60;11181;44134
201107;W96-4;61;6555;27772
201107;W96-4;86;7112;43674
201107;W96-4;87;5448;34927
201107;W96-5;01;249377;880541
201107;W96-5;02;164151;572766
201107;W96-5;03;47706;138529
201107;W96-5;04;31893;210428
201107;W96-5;70;31879;109566
201107;W96-5;81;13112;28321
201107;W96-5;73;19828;128315
201107;W96-5;71;1164;29035
201107;W96-5;76;1607;25497
201107;W96-5;83;8214;13535
201107;W96-5;84;13928;52341
201107;W96-5;60;18825;83304
201107;W96-5;61;10984;64259
201107;W96-5;86;35784;244317
201107;W96-5;87;13503;96935
201107;W96-6;01;116362;376275
201107;W96-6;02;99068;297472
201107;W96-6;03;23633;71673
201107;W96-6;04;11878;60452
201107;W96-6;70;19802;70629
201107;W96-6;81;18322;52612
201107;W96-6;73;2465;19245
201107;W96-6;71;1350;24561
201107;W96-6;76;1024;16515
201107;W96-6;83;8985;12562
201107;W96-6;84;9562;40476
201107;W96-6;60;17268;61261
201107;W96-6;61;12079;49591
201107;W96-6;86;11161;71486
201107;W96-6;87;5103;29666
201107;W96-6;998;46;384
201107;W96-7;01;358331;1443923
201107;W96-7;02;234809;866360
201107;W96-7;03;117919;405438
201107;W96-7;04;52522;323987
201107;W96-7;70;65237;263752
201107;W96-7;81;9720;20246
201107;W96-7;73;3720;21600
201107;W96-7;71;120;2493
201107;W96-7;76;608;6199
201107;W96-7;83;57348;78775
201107;W96-7;84;13611;55122
201107;W96-7;60;32861;158585
201107;W96-7;61;12819;71037
201107;W96-7;86;72024;511027
201107;W96-7;87;16941;121191
201107;W96-8;01;72324;222722
201107;W96-8;02;43698;142318
201107;W96-8;03;17981;57388
201107;W96-8;04;6282;40346
201107;W96-8;70;12701;54079
201107;W96-8;81;4808;10375
201107;W96-8;73;2736;12393
201107;W96-8;71;0;16
201107;W96-8;76;109;302
201107;W96-8;83;12212;12645
201107;W96-8;84;6714;26359
201107;W96-8;60;6697;35105
201107;W96-8;61;726;3958
201107;W96-8;86;19774;133722
201107;W96-8;87;3981;27186
201107;W96-9;01;279562;624731
201107;W96-9;02;137288;311703
201107;W96-9;03;43123;94113
201107;W96-9;04;282;1416
201107;W96-9;70;10192;32697
201107;W96-9;81;39402;80994
201107;W96-9;60;356;1891
201108;W96-1;01;48683;156769
201108;W96-1;02;32004;90353
201108;W96-1;03;12616;45014
201108;W96-1;04;2973;17004
201108;W96-1;70;24417;87439
201108;W96-1;81;605;1419
201108;W96-1;73;195;1401
201108;W96-1;71;503;12165
201108;W96-1;76;901;7227
201108;W96-1;84;1619;5515
201108;W96-1;60;10833;36080
201108;W96-1;61;5503;20585
201108;W96-1;86;4537;28678
201108;W96-1;87;1239;7696
201108;W96-2;01;132611;643543
201108;W96-2;02;125858;537219
201108;W96-2;03;41822;187425
201108;W96-2;04;32094;278794
201108;W96-2;70;96265;673005
201108;W96-2;81;7901;23627
201108;W96-2;73;1375;14206
201108;W96-2;71;505;9395
201108;W96-2;76;2417;20309
201108;W96-2;83;7718;9663
201108;W96-2;84;9195;61748
201108;W96-2;60;17417;94794
201108;W96-2;61;5939;45435
201108;W96-2;86;27217;273571
201108;W96-2;87;6457;69284
201108;W96-3;01;109752;258715
201108;W96-3;02;84581;177002
201108;W96-3;03;30982;73845
201108;W96-3;04;810;4790
201108;W96-3;70;19368;49471
201108;W96-3;81;6708;15558
201108;W96-3;71;1392;26024
201108;W96-3;76;3500;50708
201108;W96-3;83;3507;4473
201108;W96-3;84;10561;45268
201108;W96-3;60;17945;47210
201108;W96-3;61;8409;26706
201108;W96-3;86;4199;19296
201108;W96-3;87;2694;12746
201108;W96-3;999;275;748
201108;W96-4;01;88094;222051
201108;W96-4;02;83416;218264
201108;W96-4;03;47240;147268
201108;W96-4;04;5252;27090
201108;W96-4;70;27469;76971
201108;W96-4;81;8044;24955
201108;W96-4;73;3708;25172
201108;W96-4;71;2927;55057
201108;W96-4;76;3095;27176
201108;W96-4;83;9532;12831
201108;W96-4;84;10801;53047
201108;W96-4;60;12848;49128
201108;W96-4;61;7282;31731
201108;W96-4;86;7272;53247
201108;W96-4;87;5172;40165
201108;W96-5;01;249323;995259
201108;W96-5;02;164829;630593
201108;W96-5;03;49280;162125
201108;W96-5;04;27368;224386
201108;W96-5;70;33398;135134
201108;W96-5;81;12208;32103
201108;W96-5;73;14072;126159
201108;W96-5;71;1437;28863
201108;W96-5;76;1723;25336
201108;W96-5;83;10685;19338
201108;W96-5;84;12496;52750
201108;W96-5;60;20445;103586
201108;W96-5;61;12570;82439
201108;W96-5;86;30616;256730
201108;W96-5;87;12454;115791
201108;W96-6;01;128268;432699
201108;W96-6;02;110470;346799
201108;W96-6;03;23983;74015
201108;W96-6;04;11475;75175
201108;W96-6;70;22759;83579
201108;W96-6;81;18293;56010
201108;W96-6;73;2216;16707
201108;W96-6;71;1323;25974
201108;W96-6;76;1078;16298
201108;W96-6;83;14259;17584
201108;W96-6;84;10392;47835
201108;W96-6;60;22345;86755
201108;W96-6;61;16243;72657
201108;W96-6;86;11235;84657
201108;W96-6;87;5816;39441
201108;W96-7;01;362460;1698811
201108;W96-7;02;236811;1017488
201108;W96-7;03;118954;479616
201108;W96-7;04;50760;406099
201108;W96-7;70;68551;314292
201108;W96-7;81;8110;19143
201108;W96-7;73;2348;21177
201108;W96-7;71;176;3031
201108;W96-7;76;581;6222
201108;W96-7;83;90301;122888
201108;W96-7;84;11269;49095
201108;W96-7;60;39215;209574
201108;W96-7;61;14865;92455
201108;W96-7;86;69301;646260
201108;W96-7;87;16035;149121
201108;W96-7;999;1;3
201108;W96-8;01;78894;259257
201108;W96-8;02;50932;178602
201108;W96-8;03;21679;75373
201108;W96-8;04;5961;46739
201108;W96-8;70;19797;80388
201108;W96-8;81;4587;10971
201108;W96-8;73;2472;19037
201108;W96-8;76;152;571
201108;W96-8;83;15815;16404
201108;W96-8;84;5722;31251
201108;W96-8;60;8717;48635
201108;W96-8;61;862;5188
201108;W96-8;86;19280;168368
201108;W96-8;87;4122;36811
201108;W96-9;01;282605;622878
201108;W96-9;02;143326;340468
201108;W96-9;03;45061;98704
201108;W96-9;04;402;1804
201108;W96-9;70;12995;43584
201108;W96-9;81;37586;75588
201108;W96-9;60;447;2288
201109;W96-1;01;39478;109429
201109;W96-1;02;20912;57657
201109;W96-1;03;6609;22486
201109;W96-1;04;1339;5425
201109;W96-1;70;9327;28976
201109;W96-1;81;457;588
201109;W96-1;73;315;1235
201109;W96-1;71;431;11765
201109;W96-1;76;697;6675
201109;W96-1;84;547;1196
201109;W96-1;60;4123;12576
201109;W96-1;61;2971;10655
201109;W96-1;86;1649;10109
201109;W96-1;87;495;2859
201109;W96-2;01;100759;373074
201109;W96-2;02;71721;237091
201109;W96-2;03;17945;64838
201109;W96-2;04;13636;85035
201109;W96-2;70;36188;160824
201109;W96-2;81;4475;10422
201109;W96-2;73;196;1602
201109;W96-2;71;441;9408
201109;W96-2;76;1153;13750
201109;W96-2;83;3770;4908
201109;W96-2;84;6437;27638
201109;W96-2;60;6575;29564
201109;W96-2;61;2124;13486
201109;W96-2;86;8477;73777
201109;W96-2;87;1887;17395
201109;W96-3;01;114310;256758
201109;W96-3;02;78083;161267
201109;W96-3;03;24344;58223
201109;W96-3;04;766;2409
201109;W96-3;70;9256;27511
201109;W96-3;81;5421;10115
201109;W96-3;73;91;444
201109;W96-3;71;1302;25147
201109;W96-3;76;2961;45454
201109;W96-3;83;2924;3451
201109;W96-3;84;10704;31116
201109;W96-3;60;14029;35858
201109;W96-3;61;6104;17273
201109;W96-3;86;2586;10960
201109;W96-3;87;1650;6798
201109;W96-3;999;241;241
201109;W96-4;01;81746;175649
201109;W96-4;02;69198;162554
201109;W96-4;03;34715;88568
201109;W96-4;04;3479;10928
201109;W96-4;70;7797;18675
201109;W96-4;81;5682;12686
201109;W96-4;73;3496;11112
201109;W96-4;71;2814;55213
201109;W96-4;76;2356;21507
201109;W96-4;83;6291;7962
201109;W96-4;84;8909;24666
201109;W96-4;60;6076;23158
201109;W96-4;61;3170;11682
201109;W96-4;86;3110;18925
201109;W96-4;87;1693;9931
201109;W96-5;01;215088;641375
201109;W96-5;02;116659;364989
201109;W96-5;03;31441;82661
201109;W96-5;04;11405;75111
201109;W96-5;70;11457;43197
201109;W96-5;81;7341;14693
201109;W96-5;73;7621;35775
201109;W96-5;71;1244;28552
201109;W96-5;76;1443;24178
201109;W96-5;83;6586;11723
201109;W96-5;84;7490;20988
201109;W96-5;60;9173;43463
201109;W96-5;61;4793;28304
201109;W96-5;86;11119;80963
201109;W96-5;87;3726;28109
201109;W96-6;01;117820;343369
201109;W96-6;02;92247;237465
201109;W96-6;03;18165;47651
201109;W96-6;04;6331;28425
201109;W96-6;70;8586;30414
201109;W96-6;81;18260;34514
201109;W96-6;73;2316;7798
201109;W96-6;71;1327;24283
201109;W96-6;76;975;15253
201109;W96-6;83;11918;13309
201109;W96-6;84;7665;21491
201109;W96-6;60;14817;50517
201109;W96-6;61;11891;38917
201109;W96-6;86;5752;34297
201109;W96-6;87;2379;12705
201109;W96-7;01;306337;1159895
201109;W96-7;02;185829;682597
201109;W96-7;03;81203;274000
201109;W96-7;04;23561;147553
201109;W96-7;70;28368;118602
201109;W96-7;81;4240;9390
201109;W96-7;73;1872;5558
201109;W96-7;71;174;2982
201109;W96-7;76;352;4091
201109;W96-7;83;45632;60112
201109;W96-7;84;8868;24374
201109;W96-7;60;22016;111507
201109;W96-7;61;7621;43060
201109;W96-7;86;30793;238923
