C-SDB_TIT-0;C-W96-0;C-SDB_BBTR-0;F-ANK;F-UEB
198504;W96-7;999;267;2604
198504;W96-8;01;14873;70192
198504;W96-8;02;14553;81519
198504;W96-8;03;18918;126000
198504;W96-8;70;3635;30613
198504;W96-8;81;654;1103
198504;W96-8;73;1132;6437
198504;W96-8;83;27;78
198504;W96-8;84;2317;15886
198504;W96-8;60;14639;109171
198504;W96-8;61;2467;15153
198504;W96-8;72;115;1187
198504;W96-8;85;5124;45528
198504;W96-9;01;98191;268814
198504;W96-9;02;43476;115840
198504;W96-9;03;27505;72473
198504;W96-9;70;3216;8632
198504;W96-9;81;6140;18006
198504;W96-9;60;169;567
198505;W96-1;01;7420;31135
198505;W96-1;02;4563;18039
198505;W96-1;03;12460;43127
198505;W96-1;70;21481;60596
198505;W96-1;81;1278;3869
198505;W96-1;73;303;988
198505;W96-1;71;221;6877
198505;W96-1;84;767;3191
198505;W96-1;60;2773;12600
198505;W96-1;61;1357;5878
198505;W96-1;72;633;9631
198505;W96-1;85;294;1655
198505;W96-1;998;218;1961
198505;W96-2;01;32229;118648
198505;W96-2;02;44497;178516
198505;W96-2;03;23052;94305
198505;W96-2;70;9734;44482
198505;W96-2;81;1748;2844
198505;W96-2;73;340;3567
198505;W96-2;83;65;215
198505;W96-2;84;2104;15577
198505;W96-2;60;6544;38190
198505;W96-2;61;2000;11578
198505;W96-2;72;1633;22718
198505;W96-2;85;3811;34094
198505;W96-2;998;11;12
198505;W96-3;01;31954;120451
198505;W96-3;02;38407;125406
198505;W96-3;03;37623;136174
198505;W96-3;70;6717;22615
198505;W96-3;81;2897;7579
198505;W96-3;73;1100;6279
198505;W96-3;71;1209;28764
198505;W96-3;83;1599;1708
198505;W96-3;84;2064;7177
198505;W96-3;60;7615;42519
198505;W96-3;61;1797;10706
198505;W96-3;75;252;7014
198505;W96-3;72;4601;52252
198505;W96-3;85;110;635
198505;W96-3;998;154;892
198505;W96-3;999;60;165
198505;W96-4;01;33881;84270
198505;W96-4;02;30506;92374
198505;W96-4;03;40647;168926
198505;W96-4;70;7674;22315
198505;W96-4;81;7457;20810
198505;W96-4;73;3505;16109
198505;W96-4;71;1885;40108
198505;W96-4;83;556;635
198505;W96-4;84;4456;15279
198505;W96-4;60;7523;51468
198505;W96-4;61;2486;13505
198505;W96-4;75;303;8175
198505;W96-4;72;1959;29863
198505;W96-4;85;989;6186
198505;W96-4;998;314;385
198505;W96-4;999;11;28
198505;W96-5;01;64278;194565
198505;W96-5;02;66471;228102
198505;W96-5;03;42474;133714
198505;W96-5;70;6030;15598
198505;W96-5;81;7199;21127
198505;W96-5;73;7191;34536
198505;W96-5;71;1924;28039
198505;W96-5;83;1276;2540
198505;W96-5;84;5482;22399
198505;W96-5;60;14540;78416
198505;W96-5;61;3963;21254
198505;W96-5;75;102;956
198505;W96-5;72;1380;17352
198505;W96-5;85;3969;33727
198505;W96-5;998;124;852
198505;W96-5;999;190;1091
198505;W96-6;01;25814;70853
198505;W96-6;02;31364;125397
198505;W96-6;03;29517;122980
198505;W96-6;70;4019;16369
198505;W96-6;81;4611;10988
198505;W96-6;73;2107;13672
198505;W96-6;71;967;17579
198505;W96-6;83;1818;3306
198505;W96-6;84;4859;21581
198505;W96-6;60;7945;47864
198505;W96-6;61;3574;19286
198505;W96-6;75;349;8127
198505;W96-6;72;1715;18908
198505;W96-6;85;1554;8824
198505;W96-6;998;407;2382
198505;W96-6;999;86;244
198505;W96-7;01;95389;257738
198505;W96-7;02;104067;340536
198505;W96-7;03;95608;369719
198505;W96-7;70;8293;28259
198505;W96-7;81;3934;5921
198505;W96-7;73;1528;8044
198505;W96-7;71;156;3306
198505;W96-7;83;615;1151
198505;W96-7;84;1949;5749
198505;W96-7;60;31299;155388
198505;W96-7;61;7552;38795
198505;W96-7;75;128;1515
198505;W96-7;72;315;3608
198505;W96-7;85;5440;37956
198505;W96-7;998;1786;3621
198505;W96-7;999;178;888
198505;W96-8;01;18192;46380
198505;W96-8;02;18773;52976
198505;W96-8;03;20521;63593
198505;W96-8;70;3205;9695
198505;W96-8;81;1445;3003
198505;W96-8;73;891;5429
198505;W96-8;83;174;418
198505;W96-8;84;2873;13954
198505;W96-8;60;8159;35229
198505;W96-8;61;1155;5474
198505;W96-8;72;97;1908
198505;W96-8;85;3339;17383
198505;W96-8;999;36;145
198505;W96-9;01;118006;303290
198505;W96-9;02;49803;126630
198505;W96-9;03;30453;82812
198505;W96-9;70;5695;17135
198505;W96-9;81;6781;19404
198505;W96-9;60;134;508
198506;W96-1;01;7589;31839
198506;W96-1;02;5270;26083
198506;W96-1;03;15941;65815
198506;W96-1;70;17192;57116
198506;W96-1;81;1365;4488
198506;W96-1;73;275;1155
198506;W96-1;71;249;6582
198506;W96-1;84;989;3253
198506;W96-1;60;4012;21051
198506;W96-1;61;2007;10019
198506;W96-1;72;876;11950
198506;W96-1;85;772;6881
198506;W96-1;998;327;1268
198506;W96-2;01;48431;246796
198506;W96-2;02;74780;450853
198506;W96-2;03;54737;347313
198506;W96-2;70;36716;225384
198506;W96-2;81;2812;6003
198506;W96-2;73;1729;15948
198506;W96-2;83;543;873
198506;W96-2;84;4999;34473
198506;W96-2;60;26319;206074
198506;W96-2;61;6909;59962
198506;W96-2;72;2568;32430
198506;W96-2;85;14966;154420
198506;W96-2;998;4;4
198506;W96-2;999;9;36
198506;W96-3;01;29048;117146
198506;W96-3;02;39623;138337
198506;W96-3;03;40731;163195
198506;W96-3;70;7714;34197
198506;W96-3;81;3786;10841
198506;W96-3;73;1845;12859
198506;W96-3;71;1515;35202
198506;W96-3;83;2526;2652
198506;W96-3;84;2733;13321
198506;W96-3;60;9641;63080
198506;W96-3;61;1983;15035
198506;W96-3;75;232;7173
198506;W96-3;72;5176;60160
198506;W96-3;85;196;1647
198506;W96-3;999;478;2262
198506;W96-4;01;32695;94234
198506;W96-4;02;33576;118196
198506;W96-4;03;49104;249975
198506;W96-4;70;11958;37520
198506;W96-4;81;8804;25603
198506;W96-4;73;5198;25541
198506;W96-4;71;1728;40823
198506;W96-4;83;3505;4860
198506;W96-4;84;6862;19415
198506;W96-4;60;12000;97830
198506;W96-4;61;3888;32288
198506;W96-4;75;283;8008
198506;W96-4;72;2726;35566
198506;W96-4;85;1822;17441
198506;W96-4;998;620;706
198506;W96-4;999;64;386
198506;W96-5;01;77928;274016
198506;W96-5;02;96027;414288
198506;W96-5;03;64735;252282
198506;W96-5;70;15731;49394
198506;W96-5;81;10001;28760
198506;W96-5;73;14524;96759
198506;W96-5;71;2049;27563
198506;W96-5;83;1787;3872
198506;W96-5;84;2398;12829
198506;W96-5;60;26906;185036
198506;W96-5;61;8119;58789
198506;W96-5;75;131;1158
198506;W96-5;72;1823;19828
198506;W96-5;85;7590;77448
198506;W96-5;998;403;1618
198506;W96-5;999;362;2830
198506;W96-6;01;29228;92080
198506;W96-6;02;37212;164736
198506;W96-6;03;38415;173848
198506;W96-6;70;6776;25777
198506;W96-6;81;6453;16473
198506;W96-6;73;5398;36605
198506;W96-6;71;1014;16673
198506;W96-6;83;6198;8085
198506;W96-6;84;4517;21502
198506;W96-6;60;12678;99665
198506;W96-6;61;5254;37994
198506;W96-6;75;282;7628
198506;W96-6;72;1685;19303
198506;W96-6;85;2826;21826
198506;W96-6;998;394;2908
198506;W96-6;999;132;400
198506;W96-7;01;138797;478899
198506;W96-7;02;149032;647179
198506;W96-7;03;144405;753872
198506;W96-7;70;25696;84826
198506;W96-7;81;4988;9437
198506;W96-7;73;2114;15947
198506;W96-7;71;157;2909
198506;W96-7;83;1547;2588
198506;W96-7;84;1818;7852
198506;W96-7;60;59635;452055
198506;W96-7;61;13955;109811
198506;W96-7;75;137;1419
198506;W96-7;72;804;7101
198506;W96-7;85;12647;123060
198506;W96-7;998;920;3150
198506;W96-7;999;614;4384
198506;W96-8;01;24113;72614
198506;W96-8;02;25632;95705
198506;W96-8;03;28553;116920
198506;W96-8;70;5640;20557
198506;W96-8;81;1747;4190
198506;W96-8;73;1294;9208
198506;W96-8;83;216;406
198506;W96-8;84;3894;21254
198506;W96-8;60;15933;94456
198506;W96-8;61;1337;8498
198506;W96-8;72;122;2024
198506;W96-8;85;5906;43672
198506;W96-9;01;119999;312078
198506;W96-9;02;50218;127096
198506;W96-9;03;33438;86619
198506;W96-9;70;11987;29782
198506;W96-9;81;7562;19381
198506;W96-9;60;124;458
198507;W96-1;01;6265;35557
198507;W96-1;02;5414;30745
198507;W96-1;03;19163;111506
198507;W96-1;70;26584;140823
198507;W96-1;81;912;4492
198507;W96-1;73;157;2142
198507;W96-1;71;231;6151
198507;W96-1;84;1018;6230
198507;W96-1;60;7680;53090
198507;W96-1;61;3197;22082
198507;W96-1;72;870;14427
198507;W96-1;85;1271;14581
198507;W96-1;998;41;381
198507;W96-1;999;228;1651
198507;W96-2;01;55832;350743
198507;W96-2;02;102470;785782
198507;W96-2;03;113770;891826
198507;W96-2;70;120868;1066511
198507;W96-2;81;4105;8372
198507;W96-2;73;3880;57810
198507;W96-2;83;2752;4900
198507;W96-2;84;8754;96225
198507;W96-2;60;80973;722261
198507;W96-2;61;22173;231178
198507;W96-2;72;3710;47460
198507;W96-2;85;34877;439031
198507;W96-2;999;123;933
198507;W96-3;01;29788;123943
198507;W96-3;02;36329;144745
198507;W96-3;03;37699;183692
198507;W96-3;70;19653;72335
198507;W96-3;81;2385;14355
198507;W96-3;73;1573;22972
198507;W96-3;71;1390;34270
198507;W96-3;83;2342;3001
198507;W96-3;84;3186;29314
198507;W96-3;60;12638;100419
198507;W96-3;61;3367;34152
198507;W96-3;75;266;7998
198507;W96-3;72;4761;64659
198507;W96-3;85;314;3049
198507;W96-3;998;324;1020
198507;W96-3;999;1186;11077
198507;W96-4;01;30884;105053
198507;W96-4;02;33717;145020
198507;W96-4;03;62687;388317
198507;W96-4;70;36495;156273
198507;W96-4;81;7382;33034
198507;W96-4;73;4639;46225
198507;W96-4;71;1679;37384
198507;W96-4;83;4047;5909
198507;W96-4;84;8330;59528
198507;W96-4;60;28654;236595
198507;W96-4;61;11246;105144
198507;W96-4;75;351;8306
198507;W96-4;72;3475;45386
198507;W96-4;85;4798;53360
198507;W96-4;998;473;618
198507;W96-4;999;1324;15724
198507;W96-5;01;82678;345176
198507;W96-5;02;126345;616645
198507;W96-5;03;97701;469223
198507;W96-5;70;59219;204173
198507;W96-5;81;14106;40273
198507;W96-5;73;12212;164498
198507;W96-5;71;1623;26472
198507;W96-5;83;4312;10885
198507;W96-5;84;2986;30702
198507;W96-5;60;63424;469753
198507;W96-5;61;20340;182064
198507;W96-5;75;73;1098
198507;W96-5;72;2321;26319
198507;W96-5;85;17285;207273
198507;W96-5;998;1482;7514
198507;W96-5;999;1276;15456
198507;W96-6;01;26431;102940
198507;W96-6;02;41379;216650
198507;W96-6;03;46374;273214
198507;W96-6;70;17385;65161
198507;W96-6;81;4048;13574
198507;W96-6;73;5670;72557
198507;W96-6;71;1147;18139
198507;W96-6;83;9990;15014
198507;W96-6;84;5160;39947
198507;W96-6;60;23276;205832
198507;W96-6;61;11650;110517
198507;W96-6;75;345;7713
198507;W96-6;72;2291;22655
198507;W96-6;85;4079;52554
198507;W96-6;998;318;1971
198507;W96-6;999;827;8063
198507;W96-7;01;154248;621687
198507;W96-7;02;183985;960333
198507;W96-7;03;219631;1450183
198507;W96-7;70;97892;489174
198507;W96-7;81;10739;18931
198507;W96-7;73;4859;59914
198507;W96-7;71;430;2968
198507;W96-7;83;8986;12654
198507;W96-7;84;5615;40796
198507;W96-7;60;132251;1149127
198507;W96-7;61;36521;341870
198507;W96-7;72;694;10192
198507;W96-7;85;32341;374468
198507;W96-7;998;789;3585
198507;W96-7;999;922;9144
198507;W96-8;01;27507;108303
198507;W96-8;02;27290;128616
198507;W96-8;03;36536;200071
198507;W96-8;70;20041;103871
198507;W96-8;81;2621;3584
198507;W96-8;73;2016;21513
198507;W96-8;83;461;1360
198507;W96-8;84;3560;28455
198507;W96-8;60;28775;225824
198507;W96-8;61;4042;32947
198507;W96-8;72;224;2554
198507;W96-8;85;11200;111508
198507;W96-8;999;203;2550
198507;W96-9;01;126604;326208
198507;W96-9;02;60249;157334
198507;W96-9;03;41429;110780
198507;W96-9;70;29303;75981
198507;W96-9;81;7094;17470
198507;W96-9;60;166;552
198508;W96-1;01;7673;46112
198508;W96-1;02;6236;40164
198508;W96-1;03;22808;143714
198508;W96-1;70;28748;159631
198508;W96-1;81;906;3709
198508;W96-1;73;167;2020
198508;W96-1;71;217;6316
198508;W96-1;84;1029;6471
198508;W96-1;60;9569;73485
198508;W96-1;61;4757;39012
198508;W96-1;72;835;14148
198508;W96-1;85;1950;23046
198508;W96-1;999;23;157
198508;W96-2;01;62832;422417
198508;W96-2;02;110625;843389
198508;W96-2;03;116043;944676
198508;W96-2;70;88773;814466
198508;W96-2;81;2794;5231
198508;W96-2;73;3863;60726
198508;W96-2;83;2875;5669
198508;W96-2;84;7225;84764
198508;W96-2;60;79416;765600
198508;W96-2;61;22455;250986
198508;W96-2;72;3531;47436
198508;W96-2;85;33701;458889
198508;W96-2;999;56;1018
198508;W96-3;01;31412;131242
198508;W96-3;02;42177;169669
198508;W96-3;03;48117;228310
198508;W96-3;70;24081;80022
198508;W96-3;81;3170;13329
198508;W96-3;73;1092;19197
198508;W96-3;71;1325;33718
198508;W96-3;83;2303;2946
198508;W96-3;84;2823;17796
198508;W96-3;60;15026;131350
198508;W96-3;61;4044;41596
198508;W96-3;75;188;8215
198508;W96-3;72;4659;65108
198508;W96-3;85;444;4692
198508;W96-3;998;635;1547
198508;W96-3;999;390;5110
198508;W96-4;01;31909;114856
198508;W96-4;02;36395;161506
198508;W96-4;03;70802;446233
198508;W96-4;70;33196;152915
198508;W96-4;81;7162;29441
198508;W96-4;73;4062;52487
198508;W96-4;71;1699;40372
198508;W96-4;83;4710;6754
198508;W96-4;84;8463;59642
198508;W96-4;60;34426;292202
198508;W96-4;61;13026;123728
198508;W96-4;75;319;8289
198508;W96-4;72;3521;48960
198508;W96-4;85;5109;59362
198508;W96-4;998;656;835
198508;W96-4;999;225;3313
198508;W96-5;01;87580;393517
198508;W96-5;02;135491;688592
198508;W96-5;03;102880;503942
198508;W96-5;70;51135;161342
198508;W96-5;81;14199;36942
198508;W96-5;73;11272;151795
198508;W96-5;71;1542;26727
198508;W96-5;83;5575;18672
198508;W96-5;84;2633;26539
198508;W96-5;60;69039;555163
198508;W96-5;61;23487;214072
198508;W96-5;75;105;1313
198508;W96-5;72;2149;26996
198508;W96-5;85;16280;226874
198508;W96-5;998;1712;9319
198508;W96-5;999;1650;17415
198508;W96-6;01;31170;119914
198508;W96-6;02;49574;255034
198508;W96-6;03;58523;327485
198508;W96-6;70;17628;65556
198508;W96-6;81;4056;17064
198508;W96-6;73;4121;54993
198508;W96-6;71;925;17568
198508;W96-6;83;13348;20340
198508;W96-6;84;5687;42905
198508;W96-6;60;29277;256196
198508;W96-6;61;15485;150665
198508;W96-6;75;303;8133
198508;W96-6;72;2515;27408
198508;W96-6;85;4665;62406
198508;W96-6;998;297;2228
198508;W96-6;999;767;4999
198508;W96-7;01;153290;689863
198508;W96-7;02;187875;1024786
198508;W96-7;03;231603;1589919
198508;W96-7;70;65257;343152
198508;W96-7;81;8569;16051
198508;W96-7;73;4042;54454
198508;W96-7;71;365;2777
198508;W96-7;83;9991;17467
198508;W96-7;84;4055;35793
198508;W96-7;60;144657;1277625
198508;W96-7;61;40268;378395
198508;W96-7;75;81;943
198508;W96-7;72;1110;12675
198508;W96-7;85;29819;370564
198508;W96-7;998;737;4103
198508;W96-7;999;938;9960
198508;W96-8;01;30009;117929
198508;W96-8;02;30324;137906
198508;W96-8;03;43625;229063
198508;W96-8;70;17765;83174
198508;W96-8;81;2820;3859
198508;W96-8;73;2205;23125
198508;W96-8;83;345;916
198508;W96-8;84;3483;34472
198508;W96-8;60;36238;276514
198508;W96-8;61;4618;38666
198508;W96-8;72;164;2562
198508;W96-8;85;12253;126912
198508;W96-8;999;72;1119
198508;W96-9;01;140040;353197
198508;W96-9;02;70755;184112
198508;W96-9;03;46541;124147
198508;W96-9;70;32809;87459
198508;W96-9;81;8299;21081
198508;W96-9;60;187;663
198509;W96-1;01;7878;36057
198509;W96-1;02;4776;21547
198509;W96-1;03;12694;56456
198509;W96-1;70;8995;25943
198509;W96-1;81;667;1143
198509;W96-1;73;121;262
198509;W96-1;71;206;6234
198509;W96-1;84;224;633
198509;W96-1;60;2729;18777
198509;W96-1;61;1948;8281
198509;W96-1;72;792;13157
198509;W96-1;85;392;4800
198509;W96-2;01;46476;262538
198509;W96-2;02;64388;419068
198509;W96-2;03;40046;285899
198509;W96-2;70;14878;123999
198509;W96-2;81;1367;2614
198509;W96-2;73;691;7811
198509;W96-2;83;3385;5454
198509;W96-2;84;3431;28682
198509;W96-2;60;16913;184430
198509;W96-2;61;5194;60226
198509;W96-2;72;2212;33693
198509;W96-2;85;8591;130784
198509;W96-2;999;15;210
198509;W96-3;01;36145;125669
198509;W96-3;02;39518;142870
198509;W96-3;03;39157;172615
198509;W96-3;70;4123;19195
198509;W96-3;81;1654;4965
198509;W96-3;73;676;6054
198509;W96-3;71;1462;32935
198509;W96-3;83;1547;1930
198509;W96-3;84;2124;8909
198509;W96-3;60;8726;68707
198509;W96-3;61;1946;16915
198509;W96-3;75;284;7762
198509;W96-3;72;4214;54418
198509;W96-3;85;148;1401
198509;W96-3;998;596;1774
198509;W96-3;999;1;29
198509;W96-4;01;37910;106312
198509;W96-4;02;34782;123459
198509;W96-4;03;46409;231637
198509;W96-4;70;6877;34015
198509;W96-4;81;4588;16820
198509;W96-4;73;1778;11410
198509;W96-4;71;1501;27773
198509;W96-4;83;4123;6443
198509;W96-4;84;5824;21121
198509;W96-4;60;11199;95359
198509;W96-4;61;3609;30710
198509;W96-4;75;350;7861
198509;W96-4;72;2322;33752
198509;W96-4;85;1527;18801
198509;W96-4;998;167;183
198509;W96-4;999;886;14666
198509;W96-5;01;79888;297506
198509;W96-5;02;96887;425806
198509;W96-5;03;60622;262217
198509;W96-5;70;9452;38292
198509;W96-5;81;8345;20487
198509;W96-5;73;4260;38177
198509;W96-5;71;1698;29522
198509;W96-5;83;4492;11679
198509;W96-5;84;1215;6807
198509;W96-5;60;26575;218214
198509;W96-5;61;8643;72269
198509;W96-5;75;260;2838
198509;W96-5;72;1630;22307
198509;W96-5;85;7317;94988
198509;W96-5;998;807;3485
198509;W96-5;999;465;2200
198509;W96-6;01;32454;108746
198509;W96-6;02;45839;206800
198509;W96-6;03;44278;212347
198509;W96-6;70;4056;20459
198509;W96-6;81;2475;11906
198509;W96-6;73;1697;11043
198509;W96-6;71;1091;17075
198509;W96-6;83;11576;14659
198509;W96-6;84;3814;20264
198509;W96-6;60;14731;125598
198509;W96-6;61;6804;56231
198509;W96-6;75;284;7400
198509;W96-6;72;1676;21088
198509;W96-6;85;2029;21385
198509;W96-6;998;93;610
198509;W96-6;999;1028;3437
198509;W96-7;01;142497;527944
198509;W96-7;02;152952;715632
198509;W96-7;03;155079;914736
198509;W96-7;70;14325;60519
198509;W96-7;81;1890;6119
198509;W96-7;73;1470;14936
198509;W96-7;71;300;3460
198509;W96-7;83;6029;9430
198509;W96-7;84;6594;18336
198509;W96-7;60;68338;600046
198509;W96-7;61;16884;150713
198509;W96-7;75;112;1190
198509;W96-7;72;558;7857
198509;W96-7;85;11848;144763
198509;W96-7;998;863;4144
198509;W96-7;999;443;3409
198509;W96-8;01;25549;91866
198509;W96-8;02;25940;104115
198509;W96-8;03;31521;150764
198509;W96-8;70;3780;20116
198509;W96-8;81;1181;2078
198509;W96-8;73;798;5902
198509;W96-8;83;480;1080
198509;W96-8;84;3088;18671
198509;W96-8;60;18208;130484
198509;W96-8;61;1784;13874
198509;W96-8;72;160;1970
198509;W96-8;85;5706;49763
198509;W96-9;01;138043;353860
198509;W96-9;02;65496;171445
198509;W96-9;03;38567;109047
198509;W96-9;70;7769;20603
198509;W96-9;81;6671;20167
198509;W96-9;60;149;514
198510;W96-1;01;5822;22746
198510;W96-1;02;3316;11993
198510;W96-1;03;9167;24025
198510;W96-1;70;1343;3665
198510;W96-1;81;395;738
198510;W96-1;73;169;480
198510;W96-1;71;312;7272
198510;W96-1;84;332;1092
198510;W96-1;60;1326;6533
198510;W96-1;61;1359;4772
198510;W96-1;72;798;13268
198510;W96-1;85;71;502
198510;W96-2;01;22887;79452
198510;W96-2;02;22289;78387
198510;W96-2;03;11726;43307
198510;W96-2;70;1396;7030
198510;W96-2;81;881;1658
198510;W96-2;73;234;2444
198510;W96-2;83;45;54
198510;W96-2;84;1436;11077
198510;W96-2;60;2532;20048
198510;W96-2;61;1082;9103
198510;W96-2;72;1059;19255
198510;W96-2;85;1975;24025
198510;W96-2;999;30;163
198510;W96-3;01;31725;114563
198510;W96-3;02;30532;86414
198510;W96-3;03;27438;95873
198510;W96-3;70;3577;27010
198510;W96-3;81;1495;4231
198510;W96-3;73;612;5554
198510;W96-3;71;1401;34468
198510;W96-3;83;1081;1218
198510;W96-3;84;1658;6307
198510;W96-3;60;5554;33123
198510;W96-3;61;990;7837
198510;W96-3;75;162;7341
198510;W96-3;72;3806;40605
198510;W96-3;85;86;576
198510;W96-3;998;595;2093
198510;W96-3;999;83;202
198510;W96-4;01;30224;69029
198510;W96-4;02;24375;71047
198510;W96-4;03;29070;116977
198510;W96-4;70;1504;5313
198510;W96-4;81;4158;9970
198510;W96-4;73;2246;9125
198510;W96-4;71;1815;40043
198510;W96-4;83;1599;2481
198510;W96-4;84;3580;12682
198510;W96-4;60;4828;28390
198510;W96-4;61;1607;10231
198510;W96-4;75;399;8137
198510;W96-4;72;1809;27773
198510;W96-4;85;1022;7527
198510;W96-4;998;23;31
198510;W96-4;999;133;630
198510;W96-5;01;54763;148455
198510;W96-5;02;51744;152497
198510;W96-5;03;28561;78174
198510;W96-5;70;1854;6099
198510;W96-5;81;5780;15943
198510;W96-5;73;2054;10927
198510;W96-5;71;1771;28388
198510;W96-5;83;3279;8052
198510;W96-5;84;1386;5286
198510;W96-5;60;6782;39899
198510;W96-5;61;2176;14542
198510;W96-5;75;211;3318
198510;W96-5;72;1143;15441
198510;W96-5;85;3447;40959
198510;W96-5;998;220;886
198510;W96-5;999;55;902
198510;W96-6;01;26141;73073
198510;W96-6;02;31597;100397
198510;W96-6;03;27757;90889
198510;W96-6;70;731;2826
198510;W96-6;81;2253;5107
198510;W96-6;73;1151;7050
198510;W96-6;71;1215;18251
198510;W96-6;83;5459;6707
198510;W96-6;84;2835;15382
198510;W96-6;60;6787;40345
198510;W96-6;61;3810;21223
198510;W96-6;75;312;7114
198510;W96-6;72;1315;14540
198510;W96-6;85;1096;8088
198510;W96-6;998;11;46
198510;W96-6;999;28;444
198510;W96-7;01;83296;220617
198510;W96-7;02;86823;278906
198510;W96-7;03;83978;324318
198510;W96-7;70;5354;28368
198510;W96-7;81;3413;6589
198510;W96-7;73;1169;4889
198510;W96-7;71;325;1388
198510;W96-7;83;37404;53274
198510;W96-7;84;2258;6052
198510;W96-7;60;23647;134862
198510;W96-7;61;6336;36374
198510;W96-7;75;131;1613
198510;W96-7;72;430;4340
198510;W96-7;85;4947;38005
198510;W96-7;998;285;830
198510;W96-7;999;369;881
198510;W96-8;01;16957;46140
198510;W96-8;02;12602;36480
198510;W96-8;03;12381;47120
198510;W96-8;70;1340;4851
198510;W96-8;81;235;550
198510;W96-8;73;1073;5796
198510;W96-8;83;227;585
198510;W96-8;84;2527;9544
198510;W96-8;60;6566;34455
198510;W96-8;61;862;4417
198510;W96-8;72;801;11675
198510;W96-8;85;3928;20381
198510;W96-8;999;100;389
198510;W96-9;01;110758;291820
198510;W96-9;02;46931;121901
198510;W96-9;03;25551;69255
198510;W96-9;70;2388;8824
198510;W96-9;81;5949;18871
198510;W96-9;60;110;356
198511;W96-1;01;2891;13558
198511;W96-1;02;1145;5659
198511;W96-1;03;2582;8288
198511;W96-1;81;59;65
198511;W96-1;73;98;121
198511;W96-1;71;187;6317
198511;W96-1;84;474;1804
198511;W96-1;60;315;2161
198511;W96-1;61;143;715
198511;W96-1;72;569;8559
198511;W96-1;85;29;189
198511;W96-1;998;37;124
198511;W96-1;999;241;241
198511;W96-2;01;8295;19381
198511;W96-2;02;7279;15980
198511;W96-2;03;4794;12489
198511;W96-2;70;97;232
198511;W96-2;81;199;538
198511;W96-2;73;3;130
198511;W96-2;84;1174;5914
198511;W96-2;60;2802;6823
198511;W96-2;61;111;660
198511;W96-2;72;983;15632
198511;W96-2;85;271;1175
198511;W96-3;01;19718;75045
198511;W96-3;02;12874;37658
198511;W96-3;03;12527;44347
198511;W96-3;70;494;2867
198511;W96-3;81;737;2467
198511;W96-3;73;369;2112
198511;W96-3;71;1278;31523
198511;W96-3;83;385;389
198511;W96-3;84;1698;5833
198511;W96-3;60;1777;13443
198511;W96-3;61;1407;4860
198511;W96-3;75;146;6602
198511;W96-3;72;2001;24495
198511;W96-3;85;22;197
198511;W96-3;998;205;313
198511;W96-3;999;134;1008
198511;W96-4;01;17347;35386
198511;W96-4;02;11782;29374
198511;W96-4;03;14561;53691
198511;W96-4;70;40;228
198511;W96-4;81;2442;5762
198511;W96-4;73;665;2455
198511;W96-4;71;1822;38499
198511;W96-4;83;65;97
198511;W96-4;84;2889;9477
198511;W96-4;60;932;8201
198511;W96-4;61;464;3756
198511;W96-4;75;299;7856
198511;W96-4;72;779;16657
198511;W96-4;85;130;735
198511;W96-4;998;287;999
198511;W96-4;999;2;14
198511;W96-5;01;29248;66885
198511;W96-5;02;22605;56486
198511;W96-5;03;14384;33048
198511;W96-5;70;219;2636
198511;W96-5;81;2410;7981
198511;W96-5;73;1058;3610
198511;W96-5;71;2001;29491
198511;W96-5;83;189;295
198511;W96-5;84;910;3165
198511;W96-5;60;2418;10808
198511;W96-5;61;592;3023
198511;W96-5;75;219;2505
198511;W96-5;72;844;12808
198511;W96-5;85;730;7492
198511;W96-5;998;49;53
198511;W96-5;999;15;40
198511;W96-6;01;16400;37396
198511;W96-6;02;15374;36360
198511;W96-6;03;14257;42687
198511;W96-6;70;41;146
198511;W96-6;81;1105;2931
198511;W96-6;73;624;5680
198511;W96-6;71;964;15931
198511;W96-6;83;414;476
198511;W96-6;84;2565;11941
198511;W96-6;60;2626;12343
198511;W96-6;61;1206;6740
198511;W96-6;75;270;6772
198511;W96-6;72;1216;8700
198511;W96-6;85;578;2706
198511;W96-6;998;557;1158
198511;W96-6;999;636;4279
198511;W96-7;01;29354;76666
198511;W96-7;02;37611;108350
198511;W96-7;03;39534;123484
198511;W96-7;70;1770;12315
198511;W96-7;81;2025;4320
198511;W96-7;73;748;1649
198511;W96-7;71;300;5206
198511;W96-7;83;418;628
198511;W96-7;84;1925;6300
198511;W96-7;60;9386;37383
198511;W96-7;61;2144;7973
198511;W96-7;75;172;1779
198511;W96-7;72;156;1279
198511;W96-7;85;1319;6764
198511;W96-7;998;243;559
198511;W96-7;999;22;243
198511;W96-8;01;8066;17956
198511;W96-8;02;4575;10194
198511;W96-8;03;4895;14911
198511;W96-8;70;502;1355
198511;W96-8;73;295;1607
198511;W96-8;84;1226;2376
198511;W96-8;60;1359;7335
198511;W96-8;61;434;2281
198511;W96-8;72;64;860
198511;W96-8;85;925;3326
198511;W96-8;999;2;16
198511;W96-9;01;72383;184076
198511;W96-9;02;31337;73449
198511;W96-9;03;17589;44314
198511;W96-9;70;194;1637
198511;W96-9;81;4397;12716
198511;W96-9;60;36;89
198512;W96-1;01;1796;10151
198512;W96-1;02;777;3675
198512;W96-1;03;1714;5404
198512;W96-1;73;58;81
198512;W96-1;71;101;4239
198512;W96-1;84;244;1067
198512;W96-1;60;220;1271
